application_id,student_id,school_id,application_date,grade,status
APP000362,STU009549,SCH050,2023-11-29 00:00:00,Grade 10,Under Review
APP000363,STU018220,SCH015,2025-08-27 00:00:00,Grade 9,Accepted
APP000364,STU001392,SCH092,2026-07-12 00:00:00,Grade 7,Applied
APP000365,STU003260,SCH043,2024-04-05 00:00:00,Grade 11,Under Review
APP000366,STU017752,SCH036,2022-08-24 00:00:00,Grade 8,Applied
APP000367,STU012905,SCH002,2023-11-19 00:00:00,Grade 11,Under Review
APP000368,STU011343,SCH014,2024-02-19 00:00:00,Grade 8,Applied
APP000369,STU003653,SCH007,2023-01-09 00:00:00,Grade 9,Applied
APP000370,STU021988,SCH073,2022-11-09 00:00:00,Grade 6,Applied
APP000371,STU022753,SCH082,2025-05-26 00:00:00,Grade 9,Applied
APP000372,STU017395,SCH081,2021-01-25 00:00:00,Grade 7,Applied
APP000373,STU023251,SCH025,2023-02-24 00:00:00,Grade 8,Rejected
APP000374,STU003093,SCH012,2026-07-14 00:00:00,Grade 9,Applied
APP000375,STU020117,SCH044,2021-09-01 00:00:00,Grade 8,Rejected
APP000376,STU012661,SCH034,2025-01-30 00:00:00,Grade 9,Rejected
APP000377,STU020350,SCH042,2025-01-17 00:00:00,Grade 6,Applied
APP000378,STU007726,SCH041,2025-11-28 00:00:00,Grade 6,Under Review
APP000379,STU008896,SCH050,2022-04-03 00:00:00,Grade 11,Accepted
APP000380,STU001278,SCH062,2024-01-26 00:00:00,Grade 6,Applied
APP000381,STU017883,SCH026,2025-09-14 00:00:00,Grade 7,Accepted
APP000382,STU015893,SCH048,2022-08-25 00:00:00,Grade 6,Accepted
APP000383,STU016841,SCH049,2022-09-24 00:00:00,Grade 10,Accepted
APP000384,STU014744,SCH074,2021-08-12 00:00:00,Grade 9,Rejected
APP000385,STU021071,SCH092,2026-01-01 00:00:00,Grade 11,Under Review
APP000386,STU018324,SCH065,2025-04-02 00:00:00,Grade 6,Under Review
APP000387,STU021274,SCH073,2024-03-29 00:00:00,Grade 7,Under Review
APP000388,STU017089,SCH064,2024-07-01 00:00:00,Grade 10,Under Review
APP000389,STU010291,SCH062,2021-03-20 00:00:00,Grade 10,Applied
APP000390,STU015072,SCH034,2021-08-04 00:00:00,Grade 11,Accepted
APP000391,STU009813,SCH021,2023-04-28 00:00:00,Grade 9,Accepted
APP000392,STU019775,SCH042,2023-07-15 00:00:00,Grade 9,Under Review
APP000393,STU018062,SCH037,2022-09-01 00:00:00,Grade 11,Under Review
APP000394,STU014071,SCH095,2026-06-11 00:00:00,Grade 9,Applied
APP000395,STU021079,SCH080,2023-10-20 00:00:00,Grade 8,Applied
APP000396,STU023376,SCH004,2025-11-23 00:00:00,Grade 7,Under Review
APP000397,STU009296,SCH018,2025-05-01 00:00:00,Grade 7,Applied
APP000398,STU021948,SCH078,2021-03-21 00:00:00,Grade 11,Accepted
APP000399,STU018497,SCH088,2021-11-20 00:00:00,Grade 8,Under Review
APP000400,STU006847,SCH053,2025-03-01 00:00:00,Grade 7,Applied
APP000401,STU011744,SCH077,2022-07-06 00:00:00,Grade 9,Accepted
APP000402,STU012644,SCH057,2026-04-07 00:00:00,Grade 11,Applied
APP000403,STU011870,SCH009,2021-07-18 00:00:00,Grade 7,Applied
APP000404,STU007406,SCH061,2024-10-14 00:00:00,Grade 9,Accepted
APP000405,STU009694,SCH004,2026-06-23 00:00:00,Grade 7,Applied
APP000406,STU013728,SCH005,2025-10-03 00:00:00,Grade 6,Accepted
APP000407,STU015981,SCH076,2022-02-07 00:00:00,Grade 10,Under Review
APP000408,STU016507,SCH082,2024-04-08 00:00:00,Grade 8,Under Review
APP000409,STU015078,SCH057,2022-09-17 00:00:00,Grade 8,Accepted
APP000410,STU014868,SCH077,2024-08-25 00:00:00,Grade 9,Under Review
APP000411,STU016574,SCH077,2023-02-05 00:00:00,Grade 6,Applied
APP000412,STU024295,SCH050,2025-10-17 00:00:00,Grade 7,Rejected
APP000413,STU016039,SCH041,2024-06-10 00:00:00,Grade 10,Accepted
APP000414,STU005392,SCH073,2021-06-09 00:00:00,Grade 9,Accepted
APP000415,STU014733,SCH054,2021-06-19 00:00:00,Grade 8,Rejected
APP000416,STU004510,SCH095,2022-11-20 00:00:00,Grade 9,Accepted
APP000417,STU013058,SCH067,2022-08-16 00:00:00,Grade 6,Accepted
APP000418,STU014199,SCH058,2025-06-12 00:00:00,Grade 8,Accepted
APP000419,STU002401,SCH020,2024-05-14 00:00:00,Grade 7,Rejected
APP000420,STU020002,SCH052,2025-10-26 00:00:00,Grade 10,Applied
APP000421,STU006485,SCH084,2022-11-15 00:00:00,Grade 6,Applied
APP000422,STU022066,SCH070,2026-07-09 00:00:00,Grade 9,Applied
APP000423,STU002910,SCH054,2025-05-19 00:00:00,Grade 6,Under Review
APP000424,STU019761,SCH035,2024-12-25 00:00:00,Grade 8,Applied
APP000425,STU016908,SCH034,2022-01-22 00:00:00,Grade 8,Applied
APP000426,STU002716,SCH044,2021-10-31 00:00:00,Grade 11,Rejected
APP000427,STU002099,SCH084,2021-08-06 00:00:00,Grade 10,Applied
APP000428,STU014973,SCH025,2022-08-05 00:00:00,Grade 7,Under Review
APP000429,STU010987,SCH026,2022-11-06 00:00:00,Grade 7,Applied
APP000430,STU019940,SCH048,2021-06-03 00:00:00,Grade 11,Accepted
APP000431,STU001891,SCH028,2023-02-15 00:00:00,Grade 11,Under Review
APP000432,STU011287,SCH034,2025-09-05 00:00:00,Grade 9,Applied
APP000433,STU020373,SCH035,2026-05-28 00:00:00,Grade 9,Rejected
APP000434,STU003814,SCH028,2023-07-25 00:00:00,Grade 10,Accepted
APP000435,STU003671,SCH024,2026-04-12 00:00:00,Grade 6,Applied
APP000436,STU022148,SCH063,2024-11-05 00:00:00,Grade 11,Applied
APP000437,STU019309,SCH055,2023-04-07 00:00:00,Grade 10,Applied
APP000438,STU022915,SCH006,2024-06-20 00:00:00,Grade 9,Under Review
APP000439,STU007101,SCH071,2023-04-02 00:00:00,Grade 10,Accepted
APP000440,STU005220,SCH046,2024-05-22 00:00:00,Grade 6,Applied
APP000441,STU002675,SCH001,2022-02-24 00:00:00,Grade 6,Applied
APP000442,STU003107,SCH052,2021-05-20 00:00:00,Grade 10,Applied
APP000443,STU017325,SCH043,2026-08-04 00:00:00,Grade 6,Accepted
APP000444,STU000054,SCH008,2024-03-11 00:00:00,Grade 10,Rejected
APP000445,STU022014,SCH094,2026-06-29 00:00:00,Grade 10,Accepted
APP000446,STU000028,SCH066,2021-06-23 00:00:00,Grade 9,Accepted
APP000447,STU018215,SCH097,2022-07-26 00:00:00,Grade 7,Accepted
APP000448,STU014873,SCH026,2025-03-22 00:00:00,Grade 8,Under Review
APP000449,STU001491,SCH082,2025-12-24 00:00:00,Grade 7,Accepted
APP000450,STU003167,SCH061,2021-09-24 00:00:00,Grade 8,Rejected
APP000451,STU014770,SCH039,2026-06-10 00:00:00,Grade 11,Under Review
APP000452,STU007397,SCH022,2024-02-05 00:00:00,Grade 9,Accepted
APP000453,STU007643,SCH021,2023-07-03 00:00:00,Grade 10,Applied
APP000454,STU012908,SCH089,2026-07-04 00:00:00,Grade 8,Applied
APP000455,STU003411,SCH091,2025-09-24 00:00:00,Grade 10,Under Review
APP000456,STU014933,SCH040,2022-12-24 00:00:00,Grade 6,Accepted
APP000457,STU000328,SCH004,2026-04-26 00:00:00,Grade 7,Accepted
APP000458,STU011888,SCH052,2022-09-04 00:00:00,Grade 6,Accepted
APP000459,STU024970,SCH077,2023-01-22 00:00:00,Grade 9,Accepted
APP000460,STU004798,SCH078,2024-05-01 00:00:00,Grade 10,Applied
APP000461,STU013437,SCH061,2021-09-22 00:00:00,Grade 9,Under Review
APP000462,STU022291,SCH048,2025-04-15 00:00:00,Grade 10,Accepted
APP000463,STU018441,SCH079,2023-02-18 00:00:00,Grade 7,Accepted
APP000464,STU009686,SCH001,2024-02-26 00:00:00,Grade 11,Applied
APP000465,STU005749,SCH052,2022-07-05 00:00:00,Grade 6,Accepted
APP000466,STU015030,SCH084,2025-11-28 00:00:00,Grade 8,Accepted
APP000467,STU018799,SCH055,2024-10-01 00:00:00,Grade 9,Applied
APP000468,STU011259,SCH026,2022-02-05 00:00:00,Grade 9,Accepted
APP000469,STU013949,SCH028,2022-10-22 00:00:00,Grade 7,Under Review
APP000470,STU002144,SCH032,2025-05-22 00:00:00,Grade 10,Accepted
APP000471,STU018458,SCH017,2025-03-06 00:00:00,Grade 8,Under Review
APP000472,STU022503,SCH068,2022-11-11 00:00:00,Grade 9,Under Review
APP000473,STU009008,SCH060,2023-06-19 00:00:00,Grade 7,Accepted
APP000474,STU001096,SCH091,2025-04-18 00:00:00,Grade 11,Accepted
APP000475,STU018507,SCH047,2021-12-25 00:00:00,Grade 6,Accepted
APP000476,STU000889,SCH005,2023-03-11 00:00:00,Grade 11,Accepted
APP000477,STU007238,SCH077,2022-02-20 00:00:00,Grade 7,Accepted
APP000478,STU012786,SCH032,2025-05-04 00:00:00,Grade 7,Rejected
APP000479,STU005139,SCH095,2024-01-12 00:00:00,Grade 10,Applied
APP000480,STU022004,SCH016,2021-07-08 00:00:00,Grade 9,Under Review
APP000481,STU005459,SCH071,2023-09-24 00:00:00,Grade 7,Under Review
APP000482,STU011386,SCH039,2021-02-19 00:00:00,Grade 10,Applied
APP000483,STU005151,SCH026,2023-01-27 00:00:00,Grade 7,Under Review
APP000484,STU022826,SCH010,2026-01-04 00:00:00,Grade 8,Applied
APP000485,STU000042,SCH057,2025-05-13 00:00:00,Grade 8,Under Review
APP000486,STU019001,SCH032,2025-09-14 00:00:00,Grade 8,Accepted
APP000487,STU014175,SCH050,2024-12-02 00:00:00,Grade 8,Applied
APP000488,STU017027,SCH063,2025-07-07 00:00:00,Grade 6,Applied
APP000489,STU020629,SCH050,2024-06-14 00:00:00,Grade 7,Applied
APP000490,STU008161,SCH058,2024-02-01 00:00:00,Grade 6,Applied
APP000491,STU024914,SCH047,2021-02-08 00:00:00,Grade 7,Applied
APP000492,STU019407,SCH001,2023-04-16 00:00:00,Grade 11,Rejected
APP000493,STU008721,SCH031,2023-03-23 00:00:00,Grade 10,Applied
APP000494,STU008461,SCH013,2021-01-31 00:00:00,Grade 8,Applied
APP000495,STU002507,SCH011,2025-11-16 00:00:00,Grade 8,Applied
APP000496,STU023204,SCH081,2026-05-31 00:00:00,Grade 9,Applied
APP000497,STU014280,SCH082,2021-11-12 00:00:00,Grade 7,Accepted
APP000498,STU005878,SCH068,2026-05-03 00:00:00,Grade 9,Under Review
APP000499,STU001021,SCH013,2025-04-22 00:00:00,Grade 7,Applied
APP000500,STU004671,SCH054,2025-04-18 00:00:00,Grade 10,Accepted
APP000501,STU005762,SCH099,2024-05-27 00:00:00,Grade 9,Under Review
APP000502,STU002285,SCH039,2025-10-30 00:00:00,Grade 11,Rejected
APP000503,STU000505,SCH067,2026-01-28 00:00:00,Grade 8,Applied
APP000504,STU020462,SCH076,2026-04-30 00:00:00,Grade 6,Under Review
APP000505,STU011026,SCH098,2021-11-17 00:00:00,Grade 8,Accepted
APP000506,STU011067,SCH008,2022-05-22 00:00:00,Grade 10,Under Review
APP000507,STU018287,SCH056,2023-05-13 00:00:00,Grade 11,Applied
APP000508,STU020111,SCH069,2022-11-07 00:00:00,Grade 10,Accepted
APP000509,STU022599,SCH078,2021-12-31 00:00:00,Grade 10,Under Review
APP000510,STU013237,SCH078,2021-03-24 00:00:00,Grade 9,Accepted
APP000511,STU018687,SCH049,2026-07-03 00:00:00,Grade 8,Rejected
APP000512,STU004002,SCH015,2023-02-22 00:00:00,Grade 10,Applied
APP000513,STU006694,SCH060,2021-12-03 00:00:00,Grade 9,Applied
APP000514,STU015219,SCH046,2023-08-31 00:00:00,Grade 11,Applied
APP000515,STU011951,SCH041,2022-01-14 00:00:00,Grade 9,Rejected
APP000516,STU002854,SCH075,2025-09-30 00:00:00,Grade 10,Accepted
APP000517,STU012752,SCH082,2025-09-24 00:00:00,Grade 7,Accepted
APP000518,STU009620,SCH046,2023-11-21 00:00:00,Grade 7,Under Review
APP000519,STU001598,SCH067,2021-10-30 00:00:00,Grade 9,Accepted
APP000520,STU020705,SCH034,2024-12-14 00:00:00,Grade 6,Rejected
APP000521,STU012021,SCH035,2023-10-24 00:00:00,Grade 9,Accepted
APP000522,STU015918,SCH049,2026-06-06 00:00:00,Grade 10,Accepted
APP000523,STU009925,SCH034,2025-05-01 00:00:00,Grade 10,Applied
APP000524,STU008243,SCH014,2022-06-08 00:00:00,Grade 10,Accepted
APP000525,STU015638,SCH055,2022-10-10 00:00:00,Grade 10,Accepted
APP000526,STU013249,SCH027,2021-09-21 00:00:00,Grade 10,Under Review
APP000527,STU005768,SCH083,2026-07-13 00:00:00,Grade 9,Applied
APP000528,STU021658,SCH049,2024-02-20 00:00:00,Grade 10,Applied
APP000529,STU014119,SCH028,2024-08-12 00:00:00,Grade 10,Applied
APP000530,STU014562,SCH049,2021-01-30 00:00:00,Grade 8,Applied
APP000531,STU019262,SCH070,2022-10-06 00:00:00,Grade 7,Applied
APP000532,STU012136,SCH022,2021-03-02 00:00:00,Grade 9,Under Review
APP000533,STU006853,SCH019,2025-12-18 00:00:00,Grade 10,Under Review
APP000534,STU003986,SCH081,2026-02-24 00:00:00,Grade 7,Accepted
APP000535,STU015360,SCH065,2025-05-28 00:00:00,Grade 8,Under Review
APP000536,STU007691,SCH030,2022-11-23 00:00:00,Grade 7,Applied
APP000537,STU000310,SCH045,2026-03-09 00:00:00,Grade 9,Applied
APP000538,STU008015,SCH027,2022-01-27 00:00:00,Grade 7,Accepted
APP000539,STU007420,SCH094,2024-10-18 00:00:00,Grade 9,Applied
APP000540,STU011552,SCH015,2024-08-31 00:00:00,Grade 10,Under Review
APP000541,STU016105,SCH038,2024-05-15 00:00:00,Grade 8,Applied
APP000542,STU005986,SCH031,2026-07-10 00:00:00,Grade 7,Applied
APP000543,STU017803,SCH049,2022-08-24 00:00:00,Grade 7,Under Review
APP000544,STU024346,SCH008,2026-03-23 00:00:00,Grade 9,Accepted
APP000545,STU000393,SCH083,2023-12-05 00:00:00,Grade 6,Under Review
APP000546,STU018997,SCH063,2022-03-25 00:00:00,Grade 6,Applied
APP000547,STU003329,SCH018,2021-06-17 00:00:00,Grade 10,Applied
APP000548,STU011898,SCH100,2023-02-06 00:00:00,Grade 11,Rejected
APP000549,STU011678,SCH078,2021-08-11 00:00:00,Grade 8,Applied
APP000550,STU018276,SCH093,2022-02-01 00:00:00,Grade 8,Under Review
APP000551,STU009715,SCH056,2025-09-09 00:00:00,Grade 7,Accepted
APP000552,STU015939,SCH011,2022-05-10 00:00:00,Grade 8,Applied
APP000553,STU021425,SCH099,2022-01-15 00:00:00,Grade 10,Accepted
APP000554,STU023609,SCH089,2024-08-04 00:00:00,Grade 9,Applied
APP000555,STU003645,SCH064,2024-08-22 00:00:00,Grade 11,Accepted
APP000556,STU021223,SCH032,2022-03-13 00:00:00,Grade 10,Rejected
APP000557,STU013376,SCH028,2024-04-20 00:00:00,Grade 11,Accepted
APP000558,STU015434,SCH011,2022-05-29 00:00:00,Grade 9,Rejected
APP000559,STU014134,SCH044,2021-06-01 00:00:00,Grade 10,Rejected
APP000560,STU007222,SCH048,2024-02-29 00:00:00,Grade 10,Accepted
APP000561,STU010526,SCH017,2024-01-21 00:00:00,Grade 11,Applied
APP000562,STU020815,SCH066,2026-03-18 00:00:00,Grade 11,Accepted
APP000563,STU006456,SCH087,2024-01-04 00:00:00,Grade 7,Accepted
APP000564,STU012510,SCH009,2024-12-02 00:00:00,Grade 9,Accepted
APP000565,STU006649,SCH015,2023-05-27 00:00:00,Grade 9,Accepted
APP000566,STU013846,SCH021,2025-03-07 00:00:00,Grade 9,Applied
APP000567,STU021344,SCH021,2026-03-02 00:00:00,Grade 10,Applied
APP000568,STU024923,SCH022,2021-08-16 00:00:00,Grade 10,Accepted
APP000569,STU001087,SCH032,2025-09-24 00:00:00,Grade 7,Under Review
APP000570,STU012873,SCH021,2024-10-11 00:00:00,Grade 10,Under Review
APP000571,STU010013,SCH050,2023-12-08 00:00:00,Grade 9,Accepted
APP000572,STU023950,SCH084,2023-10-16 00:00:00,Grade 9,Accepted
APP000573,STU021173,SCH039,2022-06-06 00:00:00,Grade 11,Applied
APP000574,STU003699,SCH072,2025-10-20 00:00:00,Grade 8,Rejected
APP000575,STU000063,SCH093,2022-05-14 00:00:00,Grade 11,Accepted
APP000576,STU001714,SCH015,2024-12-13 00:00:00,Grade 9,Accepted
APP000577,STU022497,SCH072,2025-11-26 00:00:00,Grade 8,Applied
APP000578,STU005530,SCH027,2022-08-27 00:00:00,Grade 6,Under Review
APP000579,STU014320,SCH067,2021-04-28 00:00:00,Grade 6,Rejected
APP000580,STU010017,SCH089,2023-04-09 00:00:00,Grade 6,Under Review
APP000581,STU002332,SCH063,2025-08-07 00:00:00,Grade 11,Applied
APP000582,STU002864,SCH085,2024-07-10 00:00:00,Grade 10,Applied
APP000583,STU012990,SCH064,2021-05-17 00:00:00,Grade 6,Accepted
APP000584,STU007417,SCH091,2026-08-08 00:00:00,Grade 7,Applied
APP000585,STU008057,SCH085,2024-01-14 00:00:00,Grade 8,Rejected
APP000586,STU021568,SCH089,2022-12-07 00:00:00,Grade 6,Rejected
APP000587,STU010727,SCH028,2026-07-18 00:00:00,Grade 9,Under Review
APP000588,STU024930,SCH085,2024-01-17 00:00:00,Grade 10,Rejected
APP000589,STU012654,SCH004,2022-11-20 00:00:00,Grade 8,Applied
APP000590,STU010006,SCH053,2026-05-23 00:00:00,Grade 8,Applied
APP000591,STU008824,SCH084,2024-07-07 00:00:00,Grade 9,Accepted
APP000592,STU019404,SCH058,2026-04-09 00:00:00,Grade 11,Accepted
APP000593,STU020440,SCH018,2022-01-26 00:00:00,Grade 8,Applied
APP000594,STU008907,SCH018,2021-03-16 00:00:00,Grade 6,Accepted
APP000595,STU012169,SCH070,2025-10-12 00:00:00,Grade 7,Accepted
APP000596,STU015585,SCH034,2024-11-23 00:00:00,Grade 8,Accepted
APP000597,STU023872,SCH006,2022-11-30 00:00:00,Grade 10,Accepted
APP000598,STU018341,SCH033,2022-07-14 00:00:00,Grade 11,Accepted
APP000599,STU002674,SCH036,2025-09-09 00:00:00,Grade 7,Accepted
APP000600,STU014170,SCH052,2026-06-05 00:00:00,Grade 9,Under Review
APP000601,STU003216,SCH033,2026-03-28 00:00:00,Grade 10,Under Review
APP000602,STU006528,SCH031,2025-05-18 00:00:00,Grade 9,Rejected
APP000603,STU018892,SCH040,2022-06-20 00:00:00,Grade 7,Applied
APP000604,STU020487,SCH096,2025-05-06 00:00:00,Grade 7,Applied
APP000605,STU017978,SCH066,2023-04-06 00:00:00,Grade 7,Rejected
APP000606,STU013952,SCH091,2021-07-07 00:00:00,Grade 9,Accepted
APP000607,STU011724,SCH010,2021-01-16 00:00:00,Grade 11,Applied
APP000608,STU000916,SCH048,2021-05-07 00:00:00,Grade 11,Accepted
APP000609,STU006188,SCH071,2023-03-30 00:00:00,Grade 10,Accepted
APP000610,STU000299,SCH096,2025-09-04 00:00:00,Grade 9,Applied
APP000611,STU014353,SCH041,2026-02-21 00:00:00,Grade 7,Applied
APP000612,STU019252,SCH071,2022-05-17 00:00:00,Grade 6,Accepted
APP000613,STU019687,SCH021,2025-01-18 00:00:00,Grade 6,Rejected
APP000614,STU019507,SCH028,2024-05-31 00:00:00,Grade 11,Applied
APP000615,STU004918,SCH078,2026-08-19 00:00:00,Grade 10,Under Review
APP000616,STU001457,SCH092,2021-11-26 00:00:00,Grade 8,Applied
APP000617,STU015892,SCH023,2024-07-17 00:00:00,Grade 10,Under Review
APP000618,STU002100,SCH100,2023-05-10 00:00:00,Grade 9,Accepted
APP000619,STU011982,SCH049,2026-06-22 00:00:00,Grade 7,Applied
APP000620,STU021535,SCH092,2021-07-15 00:00:00,Grade 10,Applied
APP000621,STU013861,SCH040,2021-03-21 00:00:00,Grade 11,Accepted
APP000622,STU022936,SCH066,2025-09-01 00:00:00,Grade 10,Applied
APP000623,STU001134,SCH090,2023-05-15 00:00:00,Grade 8,Under Review
APP000624,STU007390,SCH088,2026-06-03 00:00:00,Grade 11,Applied
APP000625,STU008089,SCH078,2024-12-30 00:00:00,Grade 6,Under Review
APP000626,STU014863,SCH078,2023-06-24 00:00:00,Grade 8,Accepted
APP000627,STU021580,SCH065,2025-03-09 00:00:00,Grade 8,Accepted
APP000628,STU024204,SCH043,2021-07-05 00:00:00,Grade 10,Applied
APP000629,STU000855,SCH039,2026-08-10 00:00:00,Grade 8,Accepted
APP000630,STU018250,SCH026,2021-06-13 00:00:00,Grade 6,Accepted
APP000631,STU016216,SCH084,2023-09-03 00:00:00,Grade 9,Under Review
APP000632,STU006021,SCH009,2025-06-17 00:00:00,Grade 8,Applied
APP000633,STU022324,SCH044,2024-09-03 00:00:00,Grade 11,Applied
APP000634,STU014752,SCH053,2023-09-03 00:00:00,Grade 11,Applied
APP000635,STU000509,SCH059,2024-09-25 00:00:00,Grade 7,Rejected
APP000636,STU010662,SCH063,2022-12-06 00:00:00,Grade 11,Applied
APP000637,STU005835,SCH069,2022-05-28 00:00:00,Grade 10,Applied
APP000638,STU014049,SCH002,2023-01-15 00:00:00,Grade 6,Applied
APP000639,STU012230,SCH100,2023-11-02 00:00:00,Grade 9,Applied
APP000640,STU020265,SCH074,2024-11-05 00:00:00,Grade 10,Accepted
APP000641,STU016639,SCH068,2023-04-18 00:00:00,Grade 8,Accepted
APP000642,STU022353,SCH009,2026-07-29 00:00:00,Grade 8,Accepted
APP000643,STU011567,SCH092,2023-10-05 00:00:00,Grade 11,Rejected
APP000644,STU012355,SCH078,2026-07-09 00:00:00,Grade 8,Applied
APP000645,STU016213,SCH010,2022-12-20 00:00:00,Grade 11,Under Review
APP000646,STU007925,SCH099,2021-10-26 00:00:00,Grade 8,Applied
APP000647,STU020022,SCH027,2023-12-10 00:00:00,Grade 9,Under Review
APP000648,STU021814,SCH100,2022-02-23 00:00:00,Grade 6,Accepted
APP000649,STU022666,SCH070,2022-01-21 00:00:00,Grade 9,Accepted
APP000650,STU005642,SCH034,2025-11-22 00:00:00,Grade 8,Under Review
APP000651,STU014157,SCH082,2021-06-07 00:00:00,Grade 6,Under Review
APP000652,STU008564,SCH019,2021-04-02 00:00:00,Grade 10,Accepted
APP000653,STU006294,SCH039,2024-12-05 00:00:00,Grade 9,Under Review
APP000654,STU003960,SCH008,2025-07-01 00:00:00,Grade 8,Applied
APP000655,STU020496,SCH017,2026-01-04 00:00:00,Grade 11,Accepted
APP000656,STU019110,SCH010,2021-06-20 00:00:00,Grade 10,Accepted
APP000657,STU000999,SCH086,2025-01-30 00:00:00,Grade 10,Accepted
APP000658,STU023312,SCH019,2026-01-30 00:00:00,Grade 6,Accepted
APP000659,STU020904,SCH080,2026-03-16 00:00:00,Grade 11,Under Review
APP000660,STU017370,SCH005,2024-04-05 00:00:00,Grade 9,Applied
APP000661,STU010565,SCH013,2024-07-23 00:00:00,Grade 10,Under Review
APP000662,STU012100,SCH042,2024-12-20 00:00:00,Grade 9,Under Review
APP000663,STU016288,SCH091,2024-10-07 00:00:00,Grade 9,Applied
APP000664,STU016787,SCH028,2022-12-07 00:00:00,Grade 8,Applied
APP000665,STU002735,SCH097,2021-07-13 00:00:00,Grade 10,Rejected
APP000666,STU015137,SCH030,2021-09-28 00:00:00,Grade 10,Applied
APP000667,STU003552,SCH077,2026-05-14 00:00:00,Grade 7,Applied
APP000668,STU004176,SCH008,2026-06-24 00:00:00,Grade 6,Applied
APP000669,STU016404,SCH013,2026-06-21 00:00:00,Grade 7,Applied
APP000670,STU004490,SCH058,2026-03-20 00:00:00,Grade 8,Accepted
APP000671,STU006886,SCH015,2023-11-16 00:00:00,Grade 8,Rejected
APP000672,STU021775,SCH075,2023-03-02 00:00:00,Grade 10,Accepted
APP000673,STU024391,SCH082,2023-02-17 00:00:00,Grade 9,Applied
APP000674,STU022531,SCH061,2021-06-13 00:00:00,Grade 11,Applied
APP000675,STU018756,SCH009,2026-05-19 00:00:00,Grade 8,Applied
APP000676,STU007627,SCH070,2024-04-10 00:00:00,Grade 7,Applied
APP000677,STU007262,SCH060,2021-03-11 00:00:00,Grade 11,Under Review
APP000678,STU017322,SCH014,2026-08-07 00:00:00,Grade 6,Applied
APP000679,STU007221,SCH099,2025-03-12 00:00:00,Grade 6,Applied
APP000680,STU010451,SCH084,2025-08-13 00:00:00,Grade 10,Accepted
APP000681,STU004245,SCH080,2024-12-30 00:00:00,Grade 10,Applied
APP000682,STU005971,SCH036,2021-08-01 00:00:00,Grade 11,Applied
APP000683,STU013179,SCH070,2023-11-01 00:00:00,Grade 7,Applied
APP000684,STU023113,SCH026,2021-05-28 00:00:00,Grade 6,Under Review
